"entry_date","Source_ID","data_id_code","data_type","band_layer_name","in_class_field_name","in_class_value","in_class_description","in_class_description_detail","out_class_value","efg_code","efg_name","efg_description","get_link","mapping","EFG_out_membership_proportion","crosswalked_by","status","review_needed","reviewed","review_by","GET_version","Comment","crosswalk_acknowledgement","band_no","band_ID"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","1","Amaramba Moist Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","2","Amatonga Lowland Semideciduous Forest","NA",1,"T1.1","Tropical/Subtropical lowland rainforests","A huge diversity of species occupy niches within a complex vertically-layered structure of plant forms. High productivity is fuelled by rapid-growing plants including buttressed trees, bamboos, epiphytes, lianas and ferns. Forest canopies sustain moist soils and abundant leaf litter decomposed by fungi and bacteria. High diversity of invertebrates at all levels of the forest supports diverse vertebrate life forms, particularly mammals and birds, which play critical roles in plant dispersal and pollination. Conditions near the equator are stable and humid year-round (up to 6000 mm rain per annum), but become more seasonal with mild winter frosts in the subtropics.","https://global-ecosystems.org/explore/groups/T1.1","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","3","Angonia Escarpment Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","4","Angonia Gneiss Montane Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","5","Angonia Montane Moist Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","6","Bangomatete Rhyolite Dry Woodland","NA",22,"T4.1","Trophic savannas","An unparalleled abundance and diversity of large herbivores maintain an open structure of these tree-grass ecosystems in the seasonal tropics of Africa and south Asia. Large herbivores are pivotal in maintaining short rhizomatous and tussock grasses, limiting recruitment of trees, cycling nutrients, sustaining complex food webs of invertebrate detritivores and diverse assemblages of mammalian and avian predators and scavengers. Seasonally high productivity coincides with the summer rainy season. Fires occur in some years, but are less influential than herbivores on ecosystem function. Trees and grasses have adaptations to seasonal drought and heavy browsing, such as rhizomes and stolons that allow grasses to spread under grazing pressure.","https://global-ecosystems.org/explore/groups/T4.1","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","7","Banhine Inland Salt Pans","NA",98,"F2.7","Ephemeral salt lakes","Ephemeral salt lakes in semi-arid and arid regions are shallow, with extreme variation in salinity during wet-dry cycles that limits life to a low diversity of specialised salt-tolerant species. The lakes are dry and salt-encrusted most of the time, but episodic inundation dilutes salt, allowing high growth of algae and larger plants which support crustaceans, insect larvae, fish and specialist waterbirds. These species use dormant life stages to survive drying, or disperse rapidly to other habitats when the lake dries.","https://global-ecosystems.org/explore/groups/F2.7","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","8","Barue Escarpment Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","9","Barue Plateau Moist Miombo","NA",23,"T4.2","Pyric tussock savannas","In pyric savannas, recurring fire is the principal agent that limits tree dominance and maintains tree-grass coexistence. Dominated by tussock grasses that grow tall during high-productivity wet summers and cure over dry winter seasons, these ecosystems occur on all major land masses at tropical and subtropical latitudes around the world. Large mammalian herbivores are usually present, but not at densities that limit grass growth or mediate tree-grass coexistence (unlike T4.1). Many plants have traits that promote tolerate of seasonal drought, such as deciduous leaf phenology, subterranean storage organs and deep roots. Invertebrate detritivores, notably termites, and vertebrate scavengers are key groups in the foodweb.","https://global-ecosystems.org/explore/groups/T4.2","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
"2024/08/28 00:00:00",33,"wcs_mozam_eco_2021","vector","Current_vegetation_map_of_Mozambique","eco_class","10","Bilene Coastal Forest","NA",1,"T1.1","Tropical/Subtropical lowland rainforests","A huge diversity of species occupy niches within a complex vertically-layered structure of plant forms. High productivity is fuelled by rapid-growing plants including buttressed trees, bamboos, epiphytes, lianas and ferns. Forest canopies sustain moist soils and abundant leaf litter decomposed by fungi and bacteria. High diversity of invertebrates at all levels of the forest supports diverse vertebrate life forms, particularly mammals and birds, which play critical roles in plant dispersal and pollination. Conditions near the equator are stable and humid year-round (up to 6000 mm rain per annum), but become more seasonal with mild winter frosts in the subtropics.","https://global-ecosystems.org/explore/groups/T1.1","ValueToValue",,"WCS_team","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0033001"
