"entry_date","Source_ID","data_id_code","data_type","band_layer_name","in_class_field_name","in_class_value","in_class_description","in_class_description_detail","out_class_value","efg_code","efg_name","efg_description","get_link","mapping","EFG_out_membership_proportion","crosswalked_by","status","review_needed","reviewed","review_by","GET_version","Comment"
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","1","Cryptogam, herb barren","Barren areas mainly in dry landscapes of bioclimate subzones A and B. This unit is dominated by barren soils or bedrock and lacks much cover of vascular plants. Biological soil crusts cover most soils with a few scattered vascular plants, lichens, and mosses. Woody plants, sedges (Cyperaceae), and bog mosses (e.g. Sphagnum spp.) are normally absent. Horizontal plant cover is sparse (2–40% cover), and vertical structure is very low (generally < 2 cm tall), with a single layer of plants where they occur. In upland areas, vascular plant cover is generally very sparse (< 2%), often in crevices between stones or small cryoturbated polygons and hummocks (< 50 cm diameter). Snow-flush communities, composed mainly of bryophytes and biological soil crusts with cyanobacteria, often form dark streaks on the otherwise barren lands of bioclimate subzones A and B. Map unit G1 is a common inclusion in more mesic areas. B1 is also mapped in recently deglaciated areas of other subzones, and was used to map small areas of mudflats and barren wetlands on coasts and deltas in more southern subzones where plant communities are not described.",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","2","Cryptogam, barren complex","Mainly deglaciated Precambrian bedrock and glacial deposits abundantly covered by lichens and mosses and with inclusion of many lakes in bioclimate subzones C and B and in subzone D at higher elevations. Large areas with continuous cover of vascular plants are uncommon.",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","3","Non-carbonate mountain complex","Arctic-alpine tundra complexes on mountains and plateaus with noncarbonate bedrock. Predominantly saxicolous lichen plant communities occur in dry azonal rocky habitats of stony ridges, boulder fields, talus, and screes. Plant communities of other typical alpine habitats (e.g., snowbeds, fellfields, springs, and meadows) are also common. Inclusions of mesic acidic vegetation occur on plateaus and valleys with finer-grained soils within elevation belts (A to E) that roughly correspond to climatically equivalent latitudinal bioclimate subzones based mainly on available summer warmth.",39,"T6.2","Polar/alpine cliffs, screes, outcrops and lava flows","Polar-alpine rocky outcrops occur in permanently ice-free areas of polar regions and high mountains. Productivity and biomass are limited by extreme cold, rocky substrate and strong winds. Algae, lichens, mosses and bacteria support a short and simple foodweb in the summer months, with cold-tolerant invertebrates such as tardigrades. Some rocky sites provide nesting sites for birds in summer. Substrate weathering and guano are major nutrient inputs. These systems are periodically disturbed as accumulated snow and ice collapses down steep slopes.","https://global-ecosystems.org/explore/groups/T6.2","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","4","Carbonate mountain complex","Arctic-alpine tundra complexes on mountains and plateaus with carbonate bedrock. The most common plant communities are those occurring in dry azonal rocky habitats of stony ridges, boulder fields, talus, and screes with predominantly saxicolous plant communities. Communities
typical of other alpine habitats (e.g., snowbeds, fellfields, springs, and meadows) are also common. Larger inclusions of mesic nonacidic vegetation occur on plateaus and valleys with finer-grained soils within elevation belts (A to E) that climatically correspond to equivalent bioclimate subzones based mainly on available summer warmth.",39,"T6.2","Polar/alpine cliffs, screes, outcrops and lava flows","Polar-alpine rocky outcrops occur in permanently ice-free areas of polar regions and high mountains. Productivity and biomass are limited by extreme cold, rocky substrate and strong winds. Algae, lichens, mosses and bacteria support a short and simple foodweb in the summer months, with cold-tolerant invertebrates such as tardigrades. Some rocky sites provide nesting sites for birds in summer. Substrate weathering and guano are major nutrient inputs. These systems are periodically disturbed as accumulated snow and ice collapses down steep slopes.","https://global-ecosystems.org/explore/groups/T6.2","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","5","Cryptogam, barren, dwarf-shrub complex","Mainly deglaciated Precambrian bedrock and glacial deposits abundantly covered by lichens and mosses, intermixed with lakes and zonal dwarf- and low shrub vegetation of bioclimate subzones D and E",39,"T6.2","Polar/alpine cliffs, screes, outcrops and lava flows","Polar-alpine rocky outcrops occur in permanently ice-free areas of polar regions and high mountains. Productivity and biomass are limited by extreme cold, rocky substrate and strong winds. Algae, lichens, mosses and bacteria support a short and simple foodweb in the summer months, with cold-tolerant invertebrates such as tardigrades. Some rocky sites provide nesting sites for birds in summer. Substrate weathering and guano are major nutrient inputs. These systems are periodically disturbed as accumulated snow and ice collapses down steep slopes.","https://global-ecosystems.org/explore/groups/T6.2","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","21","Graminoid, forb, cryptogam tundra","Tundra dominated by graminoids with large components of forbs, mosses, and lichens, mainly on mesic, often hummocky, soils in more maritime portions of bioclimate subzones A and B. Horizontal plant cover is generally 5–80%, often with a large component of soils covered by biological soils crusts; the vegetation consists of a single layer generally 5–10 cm tall. In bioclimate subzone A, this unit generally occurs in more protected mesic areas with more snow, and except for the greater density of plant cover, is similar in composition to map unit B1. Sedges, woody shrubs, and bog mosses are generally absent. In bioclimate subzone B, the zonal vegetation cover is often > 75% on mesic sites and includes a mix of sedges (Cyperaceae), rushes (Juncaceae), grasses (Poaceae), forbs, prostrate dwarf shrubs (Salix spp. and Dryas spp.), lichens, and mosses. Cryptogamic crusts composed of cyanobacteria, liverworts, small mosses, and black crustose lichens are common in mesic habitats in bioclimate subzone B but not in subzone A",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","22","Graminoid, prostrate dwarf-shrub, forb, moss tundra","Moist to dry tundra in subzone C and warmer parts (local oases) of subzone B on fine-grained, often hummocky, circumneutral soils with moderate snow. Plant cover is moderate (40–100%) and 5–15 cm tall. The diversity of plant communities is much greater than in map unit G1 and includes subpixel areas of Cassiope tetragona snowbeds, well-developed mires, and streamside communities.",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","23","Non-tussock sedge, dwarf-shrub, moss tundra","Areas with tundra vegetation on peaty nonacidic soils in bioclimate subzone D, where it is the zonal vegetation, and also on moist nonacidic soils in bioclimate subzones C and E. Frost boils (barren patches of cryoturbated soil) are common on silty soils (“spotted tundra” in the Russian literature). Plant cover varies from 50–100%. Plant heights are generally 10–20 cm. Hemiprostrate and erect dwarf shrubs are common, but generally do not form a closed canopy and may grow up to 40 cm high at the southern extent. Well-developed moss layers (5–20 cm thick) are common. Low-shrub (40–200 cm tall) and some tall-shrub (> 2 m) willow thickets occur as subpixel inclusions along stream margins",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","24","Tussock-sedge, dwarf-shrub, moss tundra","Tussock tundra vegetation, mainly in bioclimate subzone E, on silty, unglaciated, acidic, ice-rich permafrost soils, especially in Beringia (NE Russia, W and N Arctic Alaska, and NW mainland Canada). Horizonal plant cover is nearly continuous (80–100% cover). Vertical plant structure includes 2–3 layers and is 20–40 cm tall. A less robust form of tussock tundra grows in subzone D on acidic sands, with smaller tussock sedges and less abundant and shorter dwarf shrubs that do no overtop the tussocks. In warmer areas the erect dwarf shrubs are dominant.",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","31","Prostrate dwarf-shrub, herb, lichen tundra","Dry and mesic tundra dominated by prostrate dwarf shrubs, mainly on nonacidic soils in continental and drier parts of bioclimate subzones B and C and corresponding elevational belts (which can include acidic substrates). The plant cover is dominated by prostrate dwarf shrubs (< 10 cm tall) with many forbs and lichens. The vegetation is open or patchy (20–80% cover), with plants 5–10 cm tall. Vascular plants cover about 5–25%, lichens and mosses cover 30–60%. In subzone C this vegetation is richer in vascular species, particularly sedges, grasses, and forbs.",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
