"entry_date","Source_ID","data_id_code","data_type","band_layer_name","in_class_field_name","in_class_value","in_class_description","in_class_description_detail","out_class_value","efg_code","efg_name","efg_description","get_link","mapping","EFG_out_membership_proportion","crosswalked_by","status","review_needed","reviewed","review_by","GET_version","Comment","crosswalk_acknowledgement","band_no","band_ID"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.01.01","Empetrum-Lichenes mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.01.02","Empetrum-Lichenes-Pleurozium mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.01.03","Empetrum-Myrtillus mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.02.02","Cornus-Empetrum-Myrtillus mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.02.03","Cornus-Myrtillus mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.03.01","Low-herb mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.03.02","Tall-herb mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_vain_tunturikoivikot_Nick","LuTUkoodi","T01.03.03","Fern-rich mountain birch forests","No further information",7,"T2.1","Boreal and temperate high montane forests and woodlands","In boreal and mountainous cold, seasonally snow-prone climates, acid soils support structurally simple forests made up of needle-leaf conifer trees, sometimes with broad-leaf deciduous trees. Large forest trees provide habitat for fungi, mosses and liverworts. Seasonal understorey growth sustains high densities of herbivores such as bear, deer, and a variety of insects, with predators such as lynx, wolves and raptors. Plants and animals survive cold winters through freeze-tolerant organs, hibernation or migratory movements.","https://global-ecosystems.org/explore/groups/T2.1","ValueToValue",,"David_Keith","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"001","0174001"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_jarvityypit","LuTUtyyppi","LuTU-tyyppi ei tiedossa","LuTU type unknown","No further information",255,"NA","No Data","No Data",NA,"ValueToValue",,"N/A","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"002","0174002"
"2024/07/10 00:00:00",174,"syke_finland_eco_2018b","vector","LuTU2018_jarvityypit","LuTUtyyppi","LuTU-tyypittelyssä kuuluu lampiin, alle 10 ha","The LuTU typification includes ponds, less than 10 ha","No further information",255,"NA","No Data","No Data",NA,"ValueToValue",,"N/A","final",,TRUE,"Naema_GrosDubois",2.1,NA,NA,"002","0174002"
